system:index,0_constant,1_B0_median,1_B1_median,1_B2_median,1_B3_median,1_B4_median,2_B0_median,2_B1_median,2_B2_median,2_B3_median,2_B4_median,cat,com_set1,com_set2,fid,finHarvDat,id,lab_set1,lab_set2,lat,lon,rd_id,set,strata,val_set1,x,y,.geo
000000000000000000c7_0,3,484.0,774.0,1136.0,2685.0,65535.0,845.0,1174.0,1758.0,2767.0,65535.0,584,Harvested 3007-010822,,584.0,31/07/22,583,Yuval,Saeed,49.2019101341413,38.8232791529498,414,occ_ukraine,21,1.0,640968.0,503340.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.823345033313274,49.20185100533134]}"
000000000000000000fd_0,3,506.0,806.0,1266.0,2379.0,65535.0,752.0,1074.0,1480.0,2642.0,65535.0,469,Harvested 31/07/22,,469.0,31/07/22,468,Shabri,No double yet,46.7644447079262,36.5368052539893,23,occ_ukraine,21,1.0,497100.0,216828.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.53686314064385,46.764362313401435]}"
00000000000000000101_0,2,612.0,896.0,1403.0,2588.0,65535.0,1231.0,1758.0,2491.0,3538.0,65535.0,568,Harvested 12/07/22,,568.0,12/07/22,567,Shabri,No double yet,46.9496963797901,36.689812369288,30,occ_ukraine,21,1.0,507012.0,238368.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.68993606505782,46.949594924986876]}"
00000000000000000102_0,0,382.0,573.0,730.0,2178.0,65535.0,460.0,665.0,864.0,2505.0,65535.0,286,Harvested 22/08/22,,286.0,22/08/22,285,Shabri,No double yet,45.7837463548646,34.3525265922813,33,occ_ukraine,20,1.0,337044.0,96456.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.35260952730724,45.78367151772815]}"
00000000000000000104_0,1,967.0,1679.0,2727.0,4674.0,65535.0,833.0,1255.0,1906.0,3546.0,65535.0,561,Harvested 03/07/22,,561.0,03/07/22,560,Shabri,No double yet,46.3521479460758,33.6042902872854,35,occ_ukraine,21,1.0,276336.0,156972.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.60440272716409,46.35203559799057]}"
00000000000000000105_0,3,625.0,878.0,1311.0,2106.0,65535.0,1017.0,1457.0,2095.0,3135.0,65535.0,409,Harvested 11/07/22,,409.0,11/07/22,408,Shabri,No double yet,45.6688136109624,34.0033153880224,36,occ_ukraine,21,1.0,310656.0,82260.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.00343437636998,45.66877699288926]}"
0000000000000000010d_0,1,1339.0,1963.0,2869.0,4354.0,65535.0,1453.0,2104.0,3046.0,4385.0,65535.0,504,Harvested 07/07/22,,504.0,07/07/22,503,Shabri,No double yet,46.4230392701033,34.7746049998735,47,occ_ukraine,21,1.0,365508.0,169488.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.774727879315,46.42300250543601]}"
00000000000000000112_0,2,856.0,1269.0,1891.0,3220.0,65535.0,851.0,1217.0,1835.0,2861.0,65535.0,554,Harvested 08/07/22,,554.0,08/07/22,553,Shabri,No double yet,45.4590231859977,34.1751017828395,53,occ_ukraine,21,1.0,325176.0,59556.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.175192258693635,45.45893054251894]}"
00000000000000000113_0,2,756.0,1009.0,1459.0,2176.0,65535.0,780.0,1081.0,1506.0,2040.0,65535.0,559,Harvested 07/07/22,,559.0,07/07/22,558,Shabri,No double yet,46.9174306340573,35.3106254709269,54,occ_ukraine,21,1.0,402888.0,227064.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.31066277782071,46.917345406286984]}"
00000000000000000116_0,2,722.0,985.0,1469.0,2369.0,65535.0,630.0,798.0,1256.0,1751.0,65535.0,444,Harvested 23/07/22,,444.0,23/07/22,443,Shabri,No double yet,47.1578250364205,37.7283244337081,62,occ_ukraine,21,1.0,583296.0,268452.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.72838853349999,47.15773457631737]}"
00000000000000000117_0,3,524.0,721.0,1162.0,2121.0,65535.0,1040.0,1439.0,1940.0,2667.0,65535.0,413,Harvested 08/07/22,,413.0,08/07/22,412,Shabri,No double yet,46.794596703842,34.6491131088001,63,occ_ukraine,21,1.0,353544.0,210312.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.64923323412351,46.79454570694785]}"
00000000000000000118_0,1,633.0,910.0,1300.0,2298.0,65535.0,922.0,1204.0,1831.0,2928.0,65535.0,562,Harvested 24/07 - Harvested 28/07/22,,562.0,26/07/22,561,Shabri,No double yet,46.4727063449561,35.4300988521983,66,occ_ukraine,21,1.0,415248.0,178164.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.4301387106086,46.47258950911941]}"
0000000000000000011b_0,2,666.0,899.0,1393.0,2544.0,65535.0,697.0,959.0,1509.0,2665.0,65535.0,417,Harvested 15/07/22,,417.0,15/07/22,416,Shabri,No double yet,49.06954150443,39.78173343915,73,occ_ukraine,21,1.0,712044.0,496668.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.781847441468805,49.06943933245212]}"
0000000000000000011c_0,0,532.0,730.0,1034.0,1597.0,65535.0,560.0,789.0,1065.0,1769.0,65535.0,569,Harvested 29/07/22,,569.0,29/07/22,568,Shabri,No double yet,45.5988402257599,34.973881724397,74,occ_ukraine,21,1.0,386364.0,78624.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.97397420933271,45.59879823225635]}"
0000000000000000011d_0,3,575.0,826.0,1280.0,2264.0,65535.0,957.0,1228.0,1713.0,2542.0,65535.0,492,Harvested 12/07/22,,492.0,12/07/22,491,Shabri,No double yet,47.1068827980353,35.192199680406,76,occ_ukraine,21,1.0,392568.0,247572.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.192264823373755,47.10680009970779]}"
00000000000000000121_0,2,971.0,1469.0,2287.0,3330.0,65535.0,1265.0,1905.0,2784.0,4264.0,65535.0,434,Harvested 18/07/22,,434.0,18/07/22,433,Shabri,No double yet,47.4394729229971,38.0079744729815,88,occ_ukraine,21,1.0,601248.0,301752.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.0080340814464,47.43935641788884]}"
00000000000000000127_0,0,481.0,661.0,1001.0,1921.0,65535.0,517.0,678.0,960.0,1638.0,65535.0,463,Harvested 12/08-15/08/22,,463.0,13/08/22,462,Josef,No double yet,49.0333561385859,39.4973515160041,95,occ_ukraine,21,1.0,691908.0,490212.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.49744082251656,49.03323722650211]}"
0000000000000000012a_0,2,828.0,1193.0,1586.0,3415.0,65535.0,779.0,1024.0,1374.0,2659.0,65535.0,523,Harvested - 07/07/22,,523.0,07/07/22,522,Josef,No double yet,47.1432668281713,35.5237654001342,99,occ_ukraine,21,1.0,417324.0,253272.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.52383299474227,47.143181868714635]}"
0000000000000000012d_0,1,801.0,1097.0,1390.0,2195.0,65535.0,936.0,1223.0,1704.0,2404.0,65535.0,428,Harvested - 29/06/22,,428.0,29/06/22,427,Josef,No double yet,46.6629749509623,35.4493372872998,104,occ_ukraine,21,1.0,415296.0,199440.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.44945248921717,46.66285268629593]}"
0000000000000000012e_0,0,492.0,691.0,1032.0,1599.0,65535.0,509.0,683.0,1036.0,1517.0,65535.0,517,Harvested 23/07-27/07/22,,517.0,25/07/22,516,Josef,No double yet,45.1412114039254,33.8706353110343,105,occ_ukraine,21,1.0,303168.0,22968.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.870753208905526,45.14110659499745]}"
00000000000000000133_0,2,1195.0,1808.0,2706.0,4243.0,65535.0,977.0,1380.0,1994.0,2849.0,65535.0,475,Harvested 03/07-06/07/22,,475.0,04/07/22,474,Josef,No double yet,46.7545505226094,36.3590433078786,114,occ_ukraine,21,1.0,483696.0,214656.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.359086545916604,46.75448084527611]}"
00000000000000000135_0,3,464.0,695.0,1159.0,2437.0,65535.0,599.0,868.0,1345.0,2614.0,65535.0,510,Harvested 08/08/22,,510.0,08/08/22,509,Josef,No double yet,47.9906655413936,39.2194015360724,116,occ_ukraine,21,1.0,684888.0,372444.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.21950207360998,47.99056267622458]}"
00000000000000000139_0,2,648.0,934.0,1394.0,2638.0,65535.0,709.0,980.0,1365.0,2476.0,65535.0,511,Harvested 25/07/22,,511.0,25/07/22,510,Josef,No double yet,46.8924694192418,36.6611662375093,127,occ_ukraine,21,1.0,505368.0,231828.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.66127980749441,46.892372241388465]}"
0000000000000000013c_0,3,549.0,776.0,1143.0,1966.0,65535.0,1024.0,1428.0,1956.0,2855.0,65535.0,445,Harvested 05/07-07/07/22,,445.0,06/07/22,444,Josef,No double yet,46.7091158501907,34.0043926139108,132,occ_ukraine,21,1.0,305028.0,198180.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.004512354710926,46.709026091899666]}"
0000000000000000013f_0,0,347.0,590.0,729.0,2061.0,65535.0,514.0,769.0,1141.0,2398.0,65535.0,518,Harvested 19/07-22/07/22,,518.0,20/07/22,517,Josef,No double yet,49.4100165504131,38.9108643941498,137,occ_ukraine,21,1.0,644772.0,527064.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.91093077351493,49.40990082513342]}"
00000000000000000140_0,3,576.0,825.0,1362.0,2632.0,65535.0,678.0,924.0,1387.0,2533.0,65535.0,416,Harvested 09/08/22,,416.0,09/08/22,415,Josef,No double yet,49.3109399958693,37.9286811199381,138,occ_ukraine,21,1.0,575016.0,508728.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.928802673387054,49.31081664929504]}"
00000000000000000143_0,3,566.0,828.0,1157.0,2076.0,65535.0,618.0,883.0,1250.0,2148.0,65535.0,560,Harvested 21/07/22,,560.0,21/07/22,559,Josef,No double yet,46.5843260519001,34.9590733109902,141,occ_ukraine,21,1.0,378516.0,188292.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.95915200714474,46.58425009893547]}"
00000000000000000145_0,0,433.0,694.0,803.0,2154.0,65535.0,530.0,832.0,960.0,2513.0,65535.0,9,Harvested 12/08-23/08/22,,9.0,18/08/22,8,Josef,No double yet,49.5419588659655,40.041981780139,145,occ_ukraine,20,1.0,724416.0,551172.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.04208937927823,49.54186334037058]}"
00000000000000000146_0,0,308.0,433.0,444.0,3187.0,65535.0,356.0,501.0,499.0,3011.0,65535.0,218,Harvested 27/05-30/05/22 silage or cover crop,,218.0,28/05/22,217,Josef,No double yet,47.2775897421331,35.5342453595227,146,occ_ukraine,20,1.0,417096.0,268272.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.53434328356647,47.2774800036905]}"
00000000000000000148_0,2,672.0,1002.0,1548.0,2918.0,65535.0,1121.0,1697.0,2451.0,4127.0,65535.0,461,Harvested 08/07-12/07/22,,461.0,10/07/22,460,Josef,No double yet,49.7027549144919,39.4389533205826,148,occ_ukraine,21,1.0,679044.0,563736.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.4390503290488,49.70266177622798]}"
00000000000000000149_0,2,1427.0,2117.0,3136.0,4948.0,65535.0,1348.0,1930.0,2826.0,4156.0,65535.0,583,Harvested 08/07/22,,583.0,08/07/22,582,Josef,No double yet,49.27053765694,39.214093539098,151,occ_ukraine,21,1.0,668376.0,514080.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.21420201343368,49.27048229303807]}"
0000000000000000014c_0,0,389.0,466.0,722.0,1298.0,65535.0,504.0,602.0,832.0,1068.0,65535.0,278,Harvested 05/07/22 + tilled same day -> good for paper,,278.0,05/07/22,277,Josef,No double yet,47.0481521194378,37.0466494006016,156,occ_ukraine,20,1.0,533040.0,251592.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.0467468959101,47.048050280126375]}"
0000000000000000014e_0,1,542.0,819.0,1131.0,2495.0,65535.0,873.0,1331.0,1812.0,3633.0,65535.0,482,Harvested 09/07/22,,482.0,09/07/22,481,Josef,No double yet,46.1784924762627,33.0045860662881,160,occ_ukraine,21,1.0,231096.0,135744.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.0046874434859,46.17839125357027]}"
00000000000000000152_0,2,1232.0,1850.0,2760.0,4521.0,65535.0,1291.0,1896.0,2686.0,4041.0,65535.0,491,Harvested 03/07-06/07/22,,491.0,04/07/22,490,Josef,No double yet,46.9784883956251,33.7729769293405,168,occ_ukraine,21,1.0,286020.0,227352.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.773016505993326,46.978430845607114]}"
00000000000000000155_0,0,610.0,791.0,1266.0,1650.0,65535.0,554.0,771.0,1185.0,1957.0,65535.0,442,Harvested 09/08/22,,442.0,09/08/22,441,Josef,No double yet,47.3836988850219,37.9113981653539,175,occ_ukraine,21,1.0,594624.0,294852.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.91146518840355,47.38366087027343]}"
00000000000000000157_0,3,636.0,836.0,1170.0,1750.0,65535.0,1043.0,1474.0,2127.0,3265.0,65535.0,403,Harvested 08/07/22,,403.0,08/07/22,402,Josef,No double yet,46.0542631539845,33.854400680594,178,occ_ukraine,21,1.0,297072.0,124656.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.854493702262964,46.05415424977654]}"
00000000000000000158_0,1,615.0,875.0,1268.0,2075.0,65535.0,642.0,931.0,1306.0,2269.0,65535.0,480,Harvested 09/08 - 12/08/22,,480.0,10/08/22,479,Josef,No double yet,46.0418883639296,34.7383042166329,180,occ_ukraine,21,1.0,365208.0,126876.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.738346110308164,46.0418473303841]}"
0000000000000000015b_0,3,563.0,852.0,1180.0,2324.0,65535.0,820.0,1193.0,1672.0,2811.0,65535.0,451,Harvested 16/07/2022,,451.0,16/07/22,450,Fangjie,No double yet,45.359721452026,33.1425669281636,190,occ_ukraine,21,1.0,245232.0,44868.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.14266867112666,45.35966670362374]}"
0000000000000000015c_0,0,517.0,836.0,959.0,2628.0,65535.0,548.0,823.0,1130.0,2519.0,65535.0,368,Harvested 06/07-15/07/2022,,368.0,11/07/22,367,Fangjie,No double yet,48.9080070198058,38.3271280211724,194,occ_ukraine,20,1.0,608400.0,466980.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.32720550189406,48.907922244367434]}"
0000000000000000015e_0,1,560.0,761.0,1027.0,1918.0,65535.0,785.0,1007.0,1372.0,2075.0,65535.0,550,Harvested 01/07/2022,,550.0,01/07/22,549,Fangjie,No double yet,46.5390344539643,34.1336308770468,197,occ_ukraine,21,1.0,315828.0,179724.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.13369009256731,46.53897500861584]}"
00000000000000000160_0,0,458.0,646.0,874.0,1947.0,65535.0,565.0,821.0,1110.0,2099.0,65535.0,432,Harvested 24/07/2022,,432.0,24/07/22,431,Fangjie,No double yet,46.3201800762012,34.0116043740052,200,occ_ukraine,21,1.0,307716.0,154872.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.01169887698388,46.320145405404325]}"
00000000000000000161_0,0,471.0,700.0,918.0,2112.0,65535.0,514.0,804.0,982.0,2451.0,65535.0,400,Harvested 13/07/2022,,400.0,13/07/22,399,Fangjie,No double yet,48.5293343601058,39.5476581234123,202,occ_ukraine,20,1.0,702132.0,434880.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.54774647842726,48.52928235211105]}"
00000000000000000166_0,0,484.0,713.0,952.0,2443.0,65535.0,478.0,677.0,922.0,2427.0,65535.0,235,Harvested 20/07-28/07/2022,,235.0,24/07/22,234,Fangjie,No double yet,47.625777339795,36.4111477183061,210,occ_ukraine,20,1.0,480000.0,311832.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.41118883239553,47.62566700781523]}"
00000000000000000168_0,3,661.0,869.0,1351.0,2419.0,65535.0,751.0,1006.0,1333.0,2269.0,65535.0,439,Harvested 07/07/2022,,439.0,07/07/22,438,Fangjie,No double yet,46.4395985244196,34.4233277359274,213,occ_ukraine,21,1.0,338544.0,169812.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.423396771695856,46.43953150666381]}"
0000000000000000016b_0,3,554.0,819.0,1258.0,2162.0,65535.0,1036.0,1499.0,2178.0,3377.0,65535.0,421,Harvested 14/07/2022,,421.0,14/07/22,420,Fangjie,No double yet,46.7521791202986,34.887564400589,216,occ_ukraine,21,1.0,371940.0,206652.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.88764611052883,46.75205539400899]}"
0000000000000000016c_0,0,546.0,796.0,1085.0,2321.0,65535.0,528.0,763.0,1076.0,2199.0,65535.0,465,Harvested 31/07/2022,,465.0,31/07/22,464,Fangjie,No double yet,49.2640455322912,40.1080985405694,220,occ_ukraine,21,1.0,732996.0,521064.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.108205384189425,49.263924591464]}"
0000000000000000016e_0,3,508.0,752.0,1211.0,2304.0,65535.0,998.0,1395.0,1917.0,2771.0,65535.0,545,Harvested 16/07/2022,,545.0,16/07/22,544,Fangjie,No double yet,46.9563232334323,35.6152605563493,222,occ_ukraine,21,1.0,425664.0,232944.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.61537132219405,46.95624245808936]}"
00000000000000000171_0,3,526.0,813.0,1245.0,2624.0,65535.0,903.0,1308.0,2022.0,3354.0,65535.0,566,Harvested 14/07/2022,,566.0,14/07/22,565,Fangjie,No double yet,46.6419805220735,35.6900604139048,232,occ_ukraine,21,1.0,433776.0,198360.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.690111153832795,46.64192194017594]}"
00000000000000000173_0,2,675.0,974.0,1419.0,2570.0,65535.0,641.0,1001.0,1519.0,2712.0,65535.0,501,Harvested 24/07/2022,,501.0,24/07/22,500,Fangjie,No double yet,49.5062811768827,39.3351298955637,234,occ_ukraine,21,1.0,674112.0,541152.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.335205082204574,49.50620022359104]}"
00000000000000000176_0,0,588.0,797.0,1098.0,1974.0,65535.0,613.0,846.0,1214.0,1837.0,65535.0,556,Harvested 06/08/2022,,556.0,06/08/22,555,Fangjie,No double yet,45.5063959450009,34.6367354784605,238,occ_ukraine,21,1.0,360792.0,66780.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.63683648320266,45.50627175799204]}"
00000000000000000179_0,1,506.0,766.0,1108.0,2498.0,65535.0,759.0,1094.0,1629.0,3098.0,65535.0,427,Harvested 06/07/2022,,427.0,06/07/22,426,Fangjie,No double yet,45.4667724724992,33.3228358454139,244,occ_ukraine,21,1.0,258804.0,57360.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.32296054864944,45.46665605396237]}"
0000000000000000017a_0,1,791.0,1069.0,1522.0,2272.0,65535.0,804.0,1122.0,1542.0,2481.0,65535.0,573,Harvested 19/06/2022,,573.0,19/06/22,572,Fangjie,No double yet,45.2748727079696,35.8431213200559,245,occ_ukraine,21,1.0,456372.0,47064.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[35.84318407824676,45.27477590927444]}"
0000000000000000017e_0,0,435.0,658.0,987.0,2152.0,65535.0,504.0,751.0,1179.0,2110.0,65535.0,351,Harvested 06/07-18/07/2022,,351.0,12/07/22,350,Fangjie,No double yet,48.5402905150584,38.2485762536359,253,occ_ukraine,20,1.0,606828.0,425640.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.24869274606201,48.54024179857731]}"
00000000000000000180_0,3,428.0,721.0,836.0,2641.0,65535.0,1220.0,1752.0,2593.0,4431.0,65535.0,494,Harvested 15/07/2022,,494.0,15/07/22,493,Fangjie,No double yet,49.7630338147804,38.8198457469764,258,occ_ukraine,21,1.0,633960.0,565404.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.81993143523362,49.762938731792396]}"
00000000000000000181_0,3,429.0,684.0,937.0,2393.0,65535.0,729.0,1049.0,1645.0,2921.0,65535.0,586,Harvested 29/07/2022,,586.0,29/07/22,585,Fangjie,No double yet,48.3651701880923,39.7736335312075,259,occ_ukraine,21,1.0,720864.0,418692.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.773672772383314,48.365070318174006]}"
00000000000000000182_0,0,485.0,660.0,977.0,1967.0,65535.0,472.0,658.0,915.0,1795.0,65535.0,221,Harvested 01/07-12/07/2022,,221.0,07/07/22,220,Fangjie,No double yet,47.10969739754,33.053743316674,261,occ_ukraine,20,1.0,230976.0,239688.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[33.05382528952723,47.109584877088565]}"
00000000000000000184_0,3,565.0,809.0,1234.0,2345.0,65535.0,636.0,927.0,1388.0,2447.0,65535.0,544,Harvested 29/07/2022,,544.0,29/07/22,543,Fangjie,No double yet,49.445700741939,39.9989323149776,263,occ_ukraine,21,1.0,722640.0,540156.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.99897024564049,49.44565377344138]}"
00000000000000000185_0,2,1044.0,1532.0,2387.0,3634.0,65535.0,1045.0,1513.0,2309.0,3381.0,65535.0,589,Harvested 06/07/2022,,589.0,06/07/22,588,Fangjie,No double yet,47.1598401671776,37.8829975026136,264,occ_ukraine,21,1.0,594912.0,269796.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.88307842542537,47.15980070147084]}"
00000000000000000187_0,1,1025.0,1573.0,2236.0,3809.0,65535.0,927.0,1341.0,1895.0,3051.0,65535.0,414,Harvested 01/07/2022,,414.0,01/07/22,413,Fangjie,No double yet,47.0095248438518,34.3586322030953,267,occ_ukraine,21,1.0,330192.0,233028.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.35871807123925,47.009422722909235]}"
00000000000000000189_0,3,579.0,837.0,1215.0,2538.0,65535.0,1035.0,1489.0,1996.0,3685.0,65535.0,525,Harvested 16/07/2022,,525.0,16/07/22,524,Fangjie,No double yet,46.8911006979596,34.8346307431908,272,occ_ukraine,21,1.0,366996.0,221880.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.83473534029419,46.89102476846229]}"
0000000000000000018c_0,3,530.0,824.0,1314.0,2481.0,65535.0,998.0,1390.0,2079.0,3147.0,65535.0,546,Harvested 08/07/2022,,546.0,08/07/22,545,Fangjie,No double yet,47.1891295451025,36.8372263289197,275,occ_ukraine,21,1.0,515916.0,265908.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.837349603181835,47.18908577973314]}"
0000000000000000018e_0,1,714.0,1116.0,1801.0,3079.0,65535.0,880.0,1210.0,1741.0,2665.0,65535.0,570,Harvested 08/07/2022,,570.0,08/07/22,569,Fangjie,No double yet,47.1302616728362,36.0709635285192,278,occ_ukraine,21,1.0,458700.0,254772.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.071086665827885,47.1301562970949]}"
